subject_nr	trial_nb	label	PW_code_left	PW_code_right	chosen_PW_code	chosen_PW	context	contrast	C	V	mode	place	voicing	response_time
70	5	an_attractive_animal	a_occ_vel_NV	i_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	319.1010742
72	4	an_attractive_animal	a_occ_vel_NV	i_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	430.8892456
74	5	an_attractive_animal	i_occ_vel_NV	a_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	200.2886757
10	11	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	629.0314838
12	4	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	None	x	_k_k	i-a	x	x	x	x	x	2500.022016
14	5	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	553.3802769
2	10	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	1714.677701
24	6	a_repulsive_animal	i_occ_vel_NV	a_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	1590.836571
30	4	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	554.5533169
32	4	a_repulsive_animal	i_occ_vel_NV	a_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	1990.793377
34	11	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	407.1439334
4	13	a_repulsive_animal	i_occ_vel_NV	a_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	462.0012468
42	6	a_repulsive_animal	i_occ_vel_NV	a_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	1021.602169
46	13	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	404.5607426
48	6	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	1993.279061
50	12	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	465.129075
54	7	a_repulsive_animal	a_occ_vel_NV	i_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	756.2048454
6	9	a_repulsive_animal	i_occ_vel_NV	a_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	1266.219214
8	11	a_repulsive_animal	i_occ_vel_NV	a_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	1595.8844
1	1	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	456.7133928
10	1	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	1193.971078
16	3	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	1510.267978
18	2	a_large_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	217.3572185
19	1	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	969.5935153
12	0	an_attractive_animal	a_frac_uvu	a_occ_alv_V	None	x	x	x	x	x	x	x	x	2500.019037
21	3	a_large_animal	y_fric_alv_V	a_occ_vel_V	None	x	x	x	x	x	x	x	x	2500.022016
23	3	a_large_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	332.7815496
13	0	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	1402.144739
3	1	a_large_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	744.7848987
31	2	a_large_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	938.9632218
33	3	a_large_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	1109.10761
14	0	a_small_animal	a_occ_vel_V	y_fric_alv_V	None	x	x	x	x	x	x	x	x	2500.019699
37	1	a_large_animal	y_fric_alv_V	a_occ_vel_V	None	x	x	x	x	x	x	x	x	2500.137667
39	2	a_large_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	254.4746385
15	0	a_fish	u_fric_alv_NV	u_occ_alv_V	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	1124.234441
16	0	a_fish	u_fric_alv_NV	u_occ_alv_V	None	x	x	x	x	x	x	x	x	2500.027644
44	3	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	1851.763474
47	3	a_large_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	237.5832777
49	3	a_large_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	173.5441768
51	2	a_large_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	368.9858233
18	0	a_bird	u_occ_alv_V	u_fric_alv_NV	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	748.0254143
56	1	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	539.1448119
6	2	a_large_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	1985.000862
62	3	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	693.491037
64	3	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	195.6080343
66	2	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	713.8666881
68	2	a_large_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	906.1253108
69	2	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	217.4921311
71	2	a_large_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	590.3733056
72	1	a_large_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	869.8458327
9	1	a_large_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	925.4141772
11	2	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	349.7985603
12	1	a_small_animal	y_fric_alv_V	a_occ_vel_V	None	x	x	x	x	x	x	x	x	2500.027644
13	1	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	461.1626459
19	0	a_fish	u_occ_alv_V	u_fric_alv_NV	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	515.2764089
15	2	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	177.8055803
22	1	a_small_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	774.3494718
24	2	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	2289.741093
30	2	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	320.4357781
32	3	a_small_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	1144.48472
34	1	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	1009.827947
36	3	a_small_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	611.4135928
4	1	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	585.5010434
41	2	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	390.7349431
21	0	an_attractive_animal	a_occ_alv_V	a_frac_uvu	a_frac_uvu	a?a?	x	x	?	a	?	?	?	1442.701176
22	0	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	961.9275837
46	3	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	1806.247203
48	2	a_small_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	1201.412642
23	0	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	1353.529391
52	3	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	749.6428902
24	0	an_attractive_animal	a_frac_uvu	a_occ_alv_V	a_frac_uvu	a?a?	x	x	?	a	?	?	?	1356.3564
55	1	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	1557.324926
29	0	a_large_animal	a_occ_vel_V	y_fric_alv_V	None	x	x	x	x	x	x	x	x	2500.023672
59	2	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	1097.681299
61	1	a_small_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	364.7669922
63	2	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	200.4975656
30	0	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	499.6258333
7	3	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	15.48680404
70	1	a_small_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	1086.262194
73	3	a_small_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	831.5552343
74	3	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	364.8637487
75	1	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	828.1585812
8	1	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	1396.426825
12	6	a_bird	i_fric_alv_NV	i_occ_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	424.8141123
14	7	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	1276.842265
18	13	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	477.7260904
2	13	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	703.2345894
30	5	a_bird	i_fric_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	955.216825
32	8	a_bird	i_fric_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	1201.0092
44	6	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	1725.774767
62	7	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	1673.74281
64	7	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	836.8100459
66	5	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	1091.029091
68	10	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	391.0736283
70	11	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	466.4069144
72	5	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	351.753911
74	4	a_bird	i_occ_alv_NV	i_fric_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	421.680823
10	6	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	725.0087485
16	8	a_fish	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	1800.425889
22	4	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	336.0111399
24	12	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	1545.129675
34	4	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	1436.764461
36	5	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	464.2544291
4	10	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	892.1174492
40	9	a_fish	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	119.5424852
42	10	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	1902.945118
46	10	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	1041.892412
48	8	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	i_i_	t-s	t	i	plosive	medium	voiceless	573.1639019
50	9	a_fish	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	346.3070981
52	12	a_fish	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	497.3423708
6	5	a_fish	i_fric_alv_NV	i_occ_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	905.2937139
8	6	a_fish	i_occ_alv_NV	i_fric_alv_NV	i_fric_alv_NV	isis	i_i_	t-s	s	i	fricative	medium	voiceless	554.5131993
13	3	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	1041.382126
15	3	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	182.8885018
2	2	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	503.2492889
24	1	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	1896.742169
29	2	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	1346.881169
30	3	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	1015.79741
33	1	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	1980.658067
35	2	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	1753.92859
31	0	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	None	x	x	x	x	x	x	x	x	2500.028979
4	3	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	1630.244525
42	1	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	541.9981797
43	3	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	1260.196839
45	2	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	463.1609442
32	0	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	None	x	x	x	x	x	x	x	x	2500.018716
33	0	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	1294.375627
49	2	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	85.00588501
34	0	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	None	x	x	x	x	x	x	x	x	2500.047351
35	0	a_large_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	480.4213137
53	2	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	679.2306892
57	1	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	341.9048511
6	3	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	918.19817
36	0	a_repulsive_animal	a_occ_alv_V	a_frac_uvu	a_occ_alv_V	adad	x	x	d	a	plosive	medium	voiced	2448.087761
37	0	a_fish	u_occ_alv_V	u_fric_alv_NV	None	x	x	x	x	x	x	x	x	2500.100629
67	3	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	2078.079887
68	1	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	542.6237681
72	2	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	793.3537383
39	0	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	66.65854941
40	0	a_large_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	396.8522766
41	0	a_fish	u_occ_alv_V	u_fric_alv_NV	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	1875.37863
11	3	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	371.5631184
12	2	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	473.3754962
14	2	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	1370.892039
16	2	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	609.8999274
18	3	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	148.7038434
19	2	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	590.8865631
21	1	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	None	x	x	x	x	x	x	x	x	2500.025658
42	0	a_large_animal	a_occ_vel_V	y_fric_alv_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	392.9559928
43	0	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	947.5914369
3	2	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	1215.195661
44	0	a_fish	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	2327.35362
45	0	a_small_animal	y_fric_alv_V	a_occ_vel_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	1388.555879
46	0	a_repulsive_animal	a_frac_uvu	a_occ_alv_V	None	x	x	x	x	x	x	x	x	2500.19568
36	1	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	846.7433052
37	2	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	971.2495877
40	3	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	753.6276912
41	3	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	3.032309018
44	2	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	1674.169999
46	1	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	952.6343575
50	1	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	408.8326736
54	3	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	971.875265
55	3	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	1431.064612
47	0	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	None	x	x	x	x	x	x	x	x	2500.06881
48	0	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	1630.021237
49	0	a_repulsive_animal	a_occ_alv_V	a_frac_uvu	a_frac_uvu	a?a?	x	x	?	a	?	?	?	243.1851187
62	2	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	668.9911687
50	0	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	2067.11345
66	1	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	866.95762
69	1	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	234.8831235
7	2	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	None	x	x	x	x	x	x	x	x	2500.030624
51	0	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	428.4064843
71	1	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	333.3468623
52	0	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	968.4774959
75	3	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	766.0265695
8	2	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	896.8335448
9	3	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	998.2493005
13	6	a_dangerous_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	440.3211117
16	7	a_dangerous_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	409.3203558
18	10	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	357.1158749
21	7	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	1304.418761
22	11	a_dangerous_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1166.119132
23	6	a_dangerous_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	387.6580985
24	10	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	928.4424767
30	11	a_dangerous_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1622.868993
32	12	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1709.257699
33	9	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	833.3956123
37	9	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	1002.513714
39	8	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1423.923332
4	8	a_dangerous_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	417.9444047
40	8	a_dangerous_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	184.5276666
44	11	a_dangerous_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	831.5948872
47	9	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	845.1768326
50	8	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1183.27579
